# TL export - Image Source Method (Deane & Buckingham)
# freq = 25.0 Hz | theta = -90.0 deg | zs = 1000.0 m | zr = 30.0 m
# Columns: range_km  TL_dB
0.000000	-83.061197
0.008016	-82.546914
0.016032	-81.813141
0.024048	-81.021244
0.032064	-80.515579
0.040080	-80.585796
0.048096	-81.468115
0.056112	-83.480909
0.064128	-87.254360
0.072144	-92.804280
0.080160	-89.703442
0.088176	-84.948047
0.096192	-82.370353
0.104208	-81.157543
0.112224	-80.822735
0.120240	-80.992046
0.128257	-81.272499
0.136273	-81.317090
0.144289	-81.017742
0.152305	-80.516613
0.160321	-80.021148
0.168337	-79.705430
0.176353	-79.693826
0.184369	-79.964257
0.192385	-80.077313
0.200401	-79.190941
0.208417	-77.292008
0.216433	-75.325016
0.224449	-73.920590
0.232465	-73.283906
0.240481	-73.450690
0.248497	-74.320408
0.256513	-75.407890
0.264529	-75.629880
0.272545	-74.594208
0.280561	-73.262421
0.288577	-72.255494
0.296593	-71.536972
0.304609	-70.860486
0.312625	-70.161255
0.320641	-69.663363
0.328657	-69.647773
0.336673	-70.200096
0.344689	-70.931961
0.352705	-70.847399
0.360721	-69.655712
0.368737	-68.365639
0.376754	-67.687085
0.384770	-67.690272
0.392786	-67.971678
0.400802	-67.822445
0.408818	-67.072280
0.416834	-66.371407
0.424850	-66.272984
0.432866	-66.826817
0.440882	-67.423553
0.448898	-67.036725
0.456914	-65.823053
0.464930	-64.814077
0.472946	-64.468182
0.480962	-64.675004
0.488978	-64.978827
0.496994	-64.956899
0.505010	-64.732543
0.513026	-64.678072
0.521042	-64.766669
0.529058	-64.502459
0.537074	-63.679690
0.545090	-62.844690
0.553106	-62.558827
0.561122	-62.955047
0.569138	-63.652744
0.577154	-63.818450
0.585170	-63.197594
0.593186	-62.522333
0.601202	-62.296119
0.609218	-62.389595
0.617234	-62.325094
0.625251	-61.920028
0.633267	-61.559020
0.641283	-61.612700
0.649299	-62.022159
0.657315	-62.291069
0.665331	-62.002644
0.673347	-61.421121
0.681363	-61.001747
0.689379	-60.850142
0.697395	-60.822750
0.705411	-60.829595
0.713427	-60.950407
0.721443	-61.213493
0.729459	-61.357461
0.737475	-61.042753
0.745491	-60.406229
0.753507	-59.920853
0.761523	-59.861332
0.769539	-60.170829
0.777555	-60.542342
0.785571	-60.648205
0.793587	-60.445150
0.801603	-60.129821
0.809619	-59.865555
0.817635	-59.700316
0.825651	-59.620467
0.833667	-59.601655
0.841683	-59.643024
0.849699	-59.766303
0.857715	-59.937817
0.865731	-59.985086
0.873747	-59.726606
0.881764	-59.268341
0.889780	-58.942701
0.897796	-58.963037
0.905812	-59.262634
0.913828	-59.566310
0.921844	-59.662079
0.929860	-59.573363
0.937876	-59.351247
0.945892	-58.980741
0.953908	-58.610246
0.961924	-58.553366
0.969940	-58.965050
0.977956	-59.541364
0.985972	-59.614819
0.993988	-59.116861
1.002004	-58.706924
1.010020	-58.710778
1.018036	-58.850875
1.026052	-58.751168
1.034068	-58.592891
1.042084	-58.799809
1.050100	-59.306832
1.058116	-59.437931
1.066132	-58.909498
1.074148	-58.388908
1.082164	-58.350581
1.090180	-58.612300
1.098196	-58.749882
1.106212	-58.785263
1.114228	-59.045107
1.122244	-59.355990
1.130261	-59.066555
1.138277	-58.313285
1.146293	-57.945472
1.154309	-58.333748
1.162325	-59.075233
1.170341	-59.287128
1.178357	-58.912252
1.186373	-58.696601
1.194389	-58.800589
1.202405	-58.750834
1.210421	-58.398277
1.218437	-58.250773
1.226453	-58.623983
1.234469	-59.173510
1.242485	-59.252729
1.250501	-58.921487
1.258517	-58.703786
1.266533	-58.653518
1.274549	-58.509478
1.282565	-58.351882
1.290581	-58.553389
1.298597	-59.160984
1.306613	-59.579031
1.314629	-59.242291
1.322645	-58.608196
1.330661	-58.223738
1.338677	-58.494991
1.346693	-58.843537
1.354709	-59.064997
1.362725	-59.154337
1.370741	-59.186795
1.378758	-59.165125
1.386774	-59.018410
1.394790	-58.779946
1.402806	-58.615603
1.410822	-58.693081
1.418838	-59.017707
1.426854	-59.362028
1.434870	-59.463730
1.442886	-59.351144
1.450902	-59.189555
1.458918	-58.966762
1.466934	-58.690674
1.474950	-58.647895
1.482966	-59.109691
1.490982	-59.819530
1.498998	-59.925718
1.507014	-59.318021
1.515030	-58.905840
1.523046	-59.070201
1.531062	-59.345898
1.539078	-59.216323
1.547094	-59.065376
1.555110	-59.425299
1.563126	-59.993273
1.571142	-59.920037
1.579158	-59.384694
1.587174	-59.210130
1.595190	-59.409981
1.603206	-59.386570
1.611222	-59.161642
1.619238	-59.424399
1.627255	-60.260015
1.635271	-60.555680
1.643287	-59.731221
1.651303	-59.059890
1.659319	-59.245782
1.667335	-59.819898
1.675351	-59.898100
1.683367	-59.674438
1.691383	-59.889127
1.699399	-60.378480
1.707415	-60.306347
1.715431	-59.781154
1.723447	-59.602934
1.731463	-59.824612
1.739479	-59.888586
1.747495	-59.743538
1.755511	-59.971631
1.763527	-60.661164
1.771543	-60.938987
1.779559	-60.296525
1.787575	-59.641591
1.795591	-59.610619
1.803607	-60.026875
1.811623	-60.382156
