# TL export - Image Source Method (Deane & Buckingham)
# freq = 25.0 Hz | theta = -90.0 deg | zs = 1000.0 m | zr = 30.0 m
# Columns: range_km  TL_dB
0.000000	-90.641298
0.008016	-93.720856
0.016032	-87.881275
0.024048	-83.584001
0.032064	-81.232342
0.040080	-80.366587
0.048096	-80.806258
0.056112	-82.507803
0.064128	-85.361112
0.072144	-87.550434
0.080160	-85.378732
0.088176	-82.282839
0.096192	-80.535148
0.104208	-80.408699
0.112224	-82.242233
0.120240	-87.115262
0.128257	-90.534468
0.136273	-83.248119
0.144289	-79.120282
0.152305	-76.960148
0.160321	-76.037445
0.168337	-76.111752
0.176353	-77.096545
0.184369	-78.842239
0.192385	-80.775058
0.200401	-81.496548
0.208417	-80.110077
0.216433	-77.644006
0.224449	-75.213700
0.232465	-73.327403
0.240481	-72.205764
0.248497	-71.992496
0.256513	-72.824280
0.264529	-74.646898
0.272545	-76.017638
0.280561	-74.484115
0.288577	-72.154359
0.296593	-70.877295
0.304609	-70.812723
0.312625	-71.570652
0.320641	-71.936008
0.328657	-70.754259
0.336673	-69.080336
0.344689	-68.127097
0.352705	-68.260969
0.360721	-69.408613
0.368737	-70.619186
0.376754	-69.949097
0.384770	-68.071004
0.392786	-66.753762
0.400802	-66.408337
0.408818	-66.805824
0.416834	-67.320858
0.424850	-67.262899
0.432866	-66.733776
0.440882	-66.315929
0.448898	-66.176653
0.456914	-66.003224
0.464930	-65.517807
0.472946	-64.967237
0.480962	-64.788581
0.488978	-65.081865
0.496994	-65.390565
0.505010	-65.023755
0.513026	-64.132323
0.521042	-63.476559
0.529058	-63.433951
0.537074	-63.849268
0.545090	-64.146477
0.553106	-63.886681
0.561122	-63.386321
0.569138	-63.123583
0.577154	-63.110627
0.585170	-62.978018
0.593186	-62.523234
0.601202	-62.049989
0.609218	-61.925966
0.617234	-62.174665
0.625251	-62.448121
0.633267	-62.367855
0.641283	-62.013720
0.649299	-61.708512
0.657315	-61.532701
0.665331	-61.349200
0.673347	-61.134870
0.681363	-61.086998
0.689379	-61.350521
0.697395	-61.734887
